"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"data.brla.gov","2025","/government/cdc-places-data-by-zip-code/522a-c6dn/about_data","http://data.brla.gov/government/cdc-places-data-by-zip-code/522a-c6dn/about_data","2,010","1,452","24.84","721","0.20","0.57"
"data.brla.gov","2025","/housing-and-development/total-assessed-value-by-assessment-status-and-year/736i-2cqy","http://data.brla.gov/housing-and-development/total-assessed-value-by-assessment-status-and-year/736i-2cqy","1,895","1,797","41.95","201","0.10","0.68"
"data.brla.gov","2025","/public-safety/city-court-warrants/3j5u-jyar/related_content","http://data.brla.gov/public-safety/city-court-warrants/3j5u-jyar/related_content","1,872","1,086","37.19","0","0.39","0.33"
"data.brla.gov","2025","/public-safety/animal-control-incidents/qmns-hw3s/data_preview","http://data.brla.gov/public-safety/animal-control-incidents/qmns-hw3s/data_preview","1,866","1,289","86.10","282","0.02","0.24"
"data.brla.gov","2025","/public-safety/animal-control-incidents/qmns-hw3s","http://data.brla.gov/public-safety/animal-control-incidents/qmns-hw3s","1,864","1,433","4.24","730","0.04","0.08"
"data.brla.gov","2025","/government/utility-coverage-area/wupc-nugx","http://data.brla.gov/government/utility-coverage-area/wupc-nugx","1,814","1,722","20.79","43","0.04","0.79"
"data.brla.gov","2025","/widgets/3j5u-jyar","http://data.brla.gov/widgets/3j5u-jyar","1,813","1,332","50.91","1,533","0.89","1.00"
"data.brla.gov","2025","/housing-and-development/property-information-point-map/t52c-nvsh/data","http://data.brla.gov/housing-and-development/property-information-point-map/t52c-nvsh/data","1,760","1,465","5.64","57","0.03","0.76"
"data.brla.gov","2025","/signed_out","http://data.brla.gov/signed_out","1,727","1,176","90.08","682","0.26","0.60"
"data.brla.gov","2025","/about","http://data.brla.gov/about","1,706","1,302","84.57","170","0.18","0.40"
"data.brla.gov","2025","/widgets/pbin-pcm7","http://data.brla.gov/widgets/pbin-pcm7","1,686","1,686","0.25","1,661","0.99","1.00"
"data.brla.gov","2025","/housing-and-development/public-land-survey-system/5i2z-eb5u/about_data","http://data.brla.gov/housing-and-development/public-land-survey-system/5i2z-eb5u/about_data","1,625","1,372","33.76","250","0.12","0.72"
"data.brla.gov","2025","/transportation-and-infrastructure/street-names/whw6-pbh2/data_preview","http://data.brla.gov/transportation-and-infrastructure/street-names/whw6-pbh2/data_preview","1,610","1,419","55.77","168","0.09","0.68"
"data.brla.gov","2025","/public-safety/east-baton-rouge-parish-combined-crime-incidents/6zc2-imdr/explore","http://data.brla.gov/public-safety/east-baton-rouge-parish-combined-crime-incidents/6zc2-imdr/explore","1,546","1,153","4.34","0","0.00","0.08"
"data.brla.gov","2025","/signup","http://data.brla.gov/signup","1,534","1,137","36.42","161","0.00","0.34"
"data.brla.gov","2025","/government/school-location/46yn-5ctj","http://data.brla.gov/government/school-location/46yn-5ctj","1,498","1,441","6.02","1,442","0.08","0.08"
"data.brla.gov","2025","/government/311-citizen-requests-for-service/7ixm-mnvx/data_preview","http://data.brla.gov/government/311-citizen-requests-for-service/7ixm-mnvx/data_preview","1,480","934","48.59","57","0.03","0.64"
"data.brla.gov","2025","/public-safety/baton-rouge-fire-incidents/dakq-4sda/data_preview","http://data.brla.gov/public-safety/baton-rouge-fire-incidents/dakq-4sda/data_preview","1,474","1,190","34.34","0","0.07","0.36"
"data.brla.gov","2025","/government/website-analytics/n9u7-h9i7/about_data","http://data.brla.gov/government/website-analytics/n9u7-h9i7/about_data","1,466","896","54.14","495","0.30","0.81"
"data.brla.gov","2025","/government/cdc-places-data-by-zip-code/522a-c6dn","http://data.brla.gov/government/cdc-places-data-by-zip-code/522a-c6dn","1,463","1,289","5.56","1,245","0.15","0.08"
"data.brla.gov","2025","/government/voting-precinct/y5ck-h64d/about_data","http://data.brla.gov/government/voting-precinct/y5ck-h64d/about_data","1,452","1,229","6.32","351","0.16","0.68"
"data.brla.gov","2025","/housing-and-development/ebrp-tax-roll/myfc-nh6n/related_content","http://data.brla.gov/housing-and-development/ebrp-tax-roll/myfc-nh6n/related_content","1,429","1,015","10.71","0","0.08","0.20"
"data.brla.gov","2025","/government/active-city-parish-employees/k9k4-embr/data","http://data.brla.gov/government/active-city-parish-employees/k9k4-embr/data","1,308","1,030","4.58","1,308","0.09","0.09"
"data.brla.gov","2025","/housing-and-development/property-information/re5c-hrw9","http://data.brla.gov/housing-and-development/property-information/re5c-hrw9","1,272","1,017","4.39","714","0.10","0.14"
"data.brla.gov","2025","/verify_email","http://data.brla.gov/verify_email","1,261","670","29.09","103","0.03","0.25"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/related_content","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/related_content","1,214","994","3.68","56","0.21","0.44"
"data.brla.gov","2025","/housing-and-development/public-land-survey-system/5i2z-eb5u","http://data.brla.gov/housing-and-development/public-land-survey-system/5i2z-eb5u","1,172","1,172","6.00","1,130","0.08","0.08"
"data.brla.gov","2025","/government/open-checkbook-br/7qhq-wwsg/data_preview","http://data.brla.gov/government/open-checkbook-br/7qhq-wwsg/data_preview","1,167","1,071","12.67","208","0.20","0.56"
"data.brla.gov","2025","/housing-and-development/property-information/re5c-hrw9/related_content","http://data.brla.gov/housing-and-development/property-information/re5c-hrw9/related_content","1,159","1,037","17.40","0","0.21","0.40"
"data.brla.gov","2025","/government/city-parish-employees/bj3z-jksg/explore","http://data.brla.gov/government/city-parish-employees/bj3z-jksg/explore","1,148","997","4.48","0","0.00","0.08"
"data.brla.gov","2025","/stories/s/dg7i-p7vt","http://data.brla.gov/stories/s/dg7i-p7vt","1,135","973","73.69","100","0.07","0.42"
"data.brla.gov","2025","/government/number-of-active-employees-by-department/4z5a-qeie","http://data.brla.gov/government/number-of-active-employees-by-department/4z5a-qeie","1,118","1,074","47.88","310","0.23","0.66"
"data.brla.gov","2025","/government/voting-precinct/y5ck-h64d","http://data.brla.gov/government/voting-precinct/y5ck-h64d","1,110","925","4.35","1,110","0.11","0.11"
"data.brla.gov","2025","/government/city-parish-vendors/6w2f-pxr9/about_data","http://data.brla.gov/government/city-parish-vendors/6w2f-pxr9/about_data","1,092","927","10.60","268","0.22","0.57"
"data.brla.gov","2025","/faq","http://data.brla.gov/faq","1,068","1,011","81.73","114","0.16","0.34"
"data.brla.gov","2025","/transportation-and-infrastructure/traffic-camera/usva-7n85","http://data.brla.gov/transportation-and-infrastructure/traffic-camera/usva-7n85","1,067","1,067","0.25","57","0.08","1.00"
"data.brla.gov","2025","/transportation-and-infrastructure/ebrp-street-name-changes/h9j4-yewx/about_data","http://data.brla.gov/transportation-and-infrastructure/ebrp-street-name-changes/h9j4-yewx/about_data","1,055","671","10.01","214","0.10","0.48"
"data.brla.gov","2025","/government/purchase-orders-and-contracts/2ung-w7t4/related_content","http://data.brla.gov/government/purchase-orders-and-contracts/2ung-w7t4/related_content","1,006","686","11.21","57","0.14","0.13"
"data.brla.gov","2025","/government/zip-code/s8ex-w355/about_data","http://data.brla.gov/government/zip-code/s8ex-w355/about_data","993","828","11.10","96","0.07","0.82"
"data.brla.gov","2025","/business-and-financial/abc_license/xhjf-mdnv/about_data","http://data.brla.gov/business-and-financial/abc_license/xhjf-mdnv/about_data","981","330","9.21","0","0.00","0.15"
"data.brla.gov","2025","/government/legacy-city-parish-employee-annual-salaries/g5c2-myyj/data_preview","http://data.brla.gov/government/legacy-city-parish-employee-annual-salaries/g5c2-myyj/data_preview","949","646","45.06","0","0.00","0.13"
"data.brla.gov","2025","/d/7y8j-nrht/visualization","http://data.brla.gov/d/7y8j-nrht/visualization","929","786","14.81","56","0.19","0.57"
"data.brla.gov","2025","/business-and-financial/businesses-registered-with-ebr-parish/xw6s-bcqm/explore","http://data.brla.gov/business-and-financial/businesses-registered-with-ebr-parish/xw6s-bcqm/explore","929","759","4.43","26","0.01","0.08"
"data.brla.gov","2025","/government/voting-precinct/v7bg-r4jf","http://data.brla.gov/government/voting-precinct/v7bg-r4jf","921","676","26.22","95","0.07","0.79"
"data.brla.gov","2025","/housing-and-development/ebrp-tax-roll/myfc-nh6n/explore","http://data.brla.gov/housing-and-development/ebrp-tax-roll/myfc-nh6n/explore","918","897","134.76","0","0.00","0.09"
"data.brla.gov","2025","/business-and-financial/sales-tax-collections/wzhh-xrbf/about_data","http://data.brla.gov/business-and-financial/sales-tax-collections/wzhh-xrbf/about_data","910","483","59.07","0","0.18","0.14"
"data.brla.gov","2025","/government/legacy-city-parish-employees/gyhq-w3h3/about_data","http://data.brla.gov/government/legacy-city-parish-employees/gyhq-w3h3/about_data","902","731","12.68","44","0.01","0.17"
"data.brla.gov","2025","/public-safety/baton-rouge-police-crime-incidents/pbin-pcm7/explore","http://data.brla.gov/public-safety/baton-rouge-police-crime-incidents/pbin-pcm7/explore","884","771","4.69","0","0.00","0.08"
"data.brla.gov","2025","/housing-and-development/street-address/v5fb-bn79","http://data.brla.gov/housing-and-development/street-address/v5fb-bn79","870","634","30.68","0","0.00","0.50"
"data.brla.gov","2025","/government/dataset-of-datasets/stfb-qk35/about_data","http://data.brla.gov/government/dataset-of-datasets/stfb-qk35/about_data","866","502","3.34","246","0.55","0.72"
"data.brla.gov","2025","/housing-and-development/tax-parcel/ei2c-krsr/about_data","http://data.brla.gov/housing-and-development/tax-parcel/ei2c-krsr/about_data","853","635","147.67","50","0.04","0.33"
"data.brla.gov","2025","/culture-and-recreation/ebrp-library-hotspot-checkout-stats/2vbe-dvdu/about_data","http://data.brla.gov/culture-and-recreation/ebrp-library-hotspot-checkout-stats/2vbe-dvdu/about_data","843","457","4.46","44","0.07","0.26"
"data.brla.gov","2025","/transportation-and-infrastructure/street-lighting/2jru-byiu/about_data","http://data.brla.gov/transportation-and-infrastructure/street-lighting/2jru-byiu/about_data","827","655","9.83","606","0.49","0.68"
"data.brla.gov","2025","/government/website-analytics/n9u7-h9i7","http://data.brla.gov/government/website-analytics/n9u7-h9i7","827","727","5.20","489","0.13","0.08"
"data.brla.gov","2025","/government/zip-code/s8ex-w355","http://data.brla.gov/government/zip-code/s8ex-w355","810","703","3.88","723","0.08","0.09"
"data.brla.gov","2025","/transportation-and-infrastructure/major-street-plan/p8nt-qh98/about_data","http://data.brla.gov/transportation-and-infrastructure/major-street-plan/p8nt-qh98/about_data","806","692","11.52","98","0.05","0.54"
"data.brla.gov","2025","/public-safety/brfd-hazmat-incidents/puvg-q6uk/about_data","http://data.brla.gov/public-safety/brfd-hazmat-incidents/puvg-q6uk/about_data","805","662","9.83","0","0.10","0.48"
"data.brla.gov","2025","/browse/select_georegion","http://data.brla.gov/browse/select_georegion","793","627","37.75","698","0.33","0.40"
"data.brla.gov","2025","/government/purchase-orders-and-contracts/2ung-w7t4/explore","http://data.brla.gov/government/purchase-orders-and-contracts/2ung-w7t4/explore","787","556","3.57","0","0.08","0.21"
"data.brla.gov","2025","/business-and-financial/abc_license/xhjf-mdnv/data_preview","http://data.brla.gov/business-and-financial/abc_license/xhjf-mdnv/data_preview","782","465","8.28","325","0.42","0.64"
"data.brla.gov","2025","/transportation-and-infrastructure/street-names/whw6-pbh2","http://data.brla.gov/transportation-and-infrastructure/street-names/whw6-pbh2","764","764","5.76","465","0.00","0.08"
"data.brla.gov","2025","/housing-and-development/mobile-home-park/az26-5c8f/about_data","http://data.brla.gov/housing-and-development/mobile-home-park/az26-5c8f/about_data","759","470","42.30","43","0.11","0.79"
"data.brla.gov","2025","/public-safety/baton-rouge-fire-department-occupancy-inspections/h453-hp7u/about_data","http://data.brla.gov/public-safety/baton-rouge-fire-department-occupancy-inspections/h453-hp7u/about_data","756","551","39.93","54","0.10","0.35"
"data.brla.gov","2025","/terms-of-service","http://data.brla.gov/terms-of-service","737","539","26.78","241","0.40","0.45"
"data.brla.gov","2025","/housing-and-development/ebr-building-permits/7fq7-8j7r/related_content","http://data.brla.gov/housing-and-development/ebr-building-permits/7fq7-8j7r/related_content","736","680","3.86","213","0.11","0.53"
"data.brla.gov","2025","/profile/iet3-f3wf","http://data.brla.gov/profile/iet3-f3wf","715","333","11.18","0","0.00","0.21"
"data.brla.gov","2025","/transportation-and-infrastructure/major-street-plan/cnzn-7v2k","http://data.brla.gov/transportation-and-infrastructure/major-street-plan/cnzn-7v2k","714","543","19.43","113","0.17","0.84"
"data.brla.gov","2025","/culture-and-recreation/ebrp-library-wifi-usage-stats/mtjw-7y57/about_data","http://data.brla.gov/culture-and-recreation/ebrp-library-wifi-usage-stats/mtjw-7y57/about_data","702","453","57.54","149","0.27","0.66"
"data.brla.gov","2025","/culture-and-recreation/ebrp-library-circulation-statistics/m33w-s9q6/about_data","http://data.brla.gov/culture-and-recreation/ebrp-library-circulation-statistics/m33w-s9q6/about_data","702","482","4.02","98","0.34","0.20"
"data.brla.gov","2025","/government/cdc-places-data-by-zip-code-map/wdhv-sg33","http://data.brla.gov/government/cdc-places-data-by-zip-code-map/wdhv-sg33","699","641","15.16","75","0.22","0.78"
"data.brla.gov","2025","/government/legacy-purchase-orders/54bn-2sqf/data_preview","http://data.brla.gov/government/legacy-purchase-orders/54bn-2sqf/data_preview","688","356","46.04","22","0.15","0.28"
"data.brla.gov","2025","/housing-and-development/street-address-listing/6fyg-p3r9/data_preview","http://data.brla.gov/housing-and-development/street-address-listing/6fyg-p3r9/data_preview","671","483","17.23","84","0.19","0.35"
"data.brla.gov","2025","/housing-and-development/mobile-home-park/az26-5c8f","http://data.brla.gov/housing-and-development/mobile-home-park/az26-5c8f","669","427","4.44","619","0.15","0.15"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/explore","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/explore","668","521","4.80","0","0.00","0.08"
"data.brla.gov","2025","/public-safety/legacy-baton-rouge-traffic-incidents-2010-2020-/2tu5-7kif/about_data","http://data.brla.gov/public-safety/legacy-baton-rouge-traffic-incidents-2010-2020-/2tu5-7kif/about_data","660","604","12.09","57","0.07","0.49"
"data.brla.gov","2025","/public-safety/legacy-baton-rouge-traffic-incidents-2021-2022-/sfeg-d9ip/about_data","http://data.brla.gov/public-safety/legacy-baton-rouge-traffic-incidents-2021-2022-/sfeg-d9ip/about_data","660","480","15.67","90","0.19","0.58"
"data.brla.gov","2025","/government/city-parish-vendors/6w2f-pxr9","http://data.brla.gov/government/city-parish-vendors/6w2f-pxr9","659","659","6.93","320","0.02","0.08"
"data.brla.gov","2025","/public-safety/baton-rouge-fire-department-occupancy-inspections/h453-hp7u","http://data.brla.gov/public-safety/baton-rouge-fire-department-occupancy-inspections/h453-hp7u","657","553","15.77","154","0.15","0.07"
"data.brla.gov","2025","/transportation-and-infrastructure/major-street-plan/p8nt-qh98","http://data.brla.gov/transportation-and-infrastructure/major-street-plan/p8nt-qh98","651","594","5.44","625","0.06","0.09"
"data.brla.gov","2025","/public-safety/east-baton-rouge-parish-combined-crime-incidents/6zc2-imdr/related_content","http://data.brla.gov/public-safety/east-baton-rouge-parish-combined-crime-incidents/6zc2-imdr/related_content","650","542","30.52","50","0.00","0.21"
"data.brla.gov","2025","/w/pbin-pcm7/default","http://data.brla.gov/w/pbin-pcm7/default","645","383","59.61","587","0.91","0.93"
"data.brla.gov","2025","/government/2017-department-salary-comparison/x3zy-8zcs/about_data","http://data.brla.gov/government/2017-department-salary-comparison/x3zy-8zcs/about_data","643","376","8.68","0","0.00","0.17"
"data.brla.gov","2025","/housing-and-development/adjudicated-property/a4h4-zi7e/explore","http://data.brla.gov/housing-and-development/adjudicated-property/a4h4-zi7e/explore","624","520","4.06","0","0.06","0.08"
"data.brla.gov","2025","/public-safety/crime-prevention-district/ms63-rwj2/about_data","http://data.brla.gov/public-safety/crime-prevention-district/ms63-rwj2/about_data","618","400","25.15","188","0.25","0.28"
"data.brla.gov","2025","/government/number-of-contracts-by-contract-type/xusf-fqn8","http://data.brla.gov/government/number-of-contracts-by-contract-type/xusf-fqn8","617","356","48.53","85","0.08","0.32"
